Position;step;solution;Set;raw;diff;logdiff;abwpro;logabwpro;diffsq;logdiffsq
Unknown;Singeing;DS1000;S1;0.392825;0.042825;0.050131075;0.122357143;-0.912370673;0.001833981;0.002513125
Anal Swab;Polishing;DS1000;S1;0.001075;0.0015;0.379368769;0.582524272;-0.234685974;0.00000225;0.143920663
Classification (Gloves);Polishing;DS1000;S1;0.0315;0.0064;0.098636832;0.25498008;-0.593493747;0.00004096;0.009729225
Classification (Railing);Polishing;DS1000;S1;0.204775;0.017625;0.035857848;0.079249101;-1.101005657;0.000310641;0.001285785
Cooling chamber (Wall_A);Polishing;DS1000;S1;0.000075;0.0001;0.367976785;0.571428571;-0.243038049;0.00000001;0.135406915
Evisceration (Aprons);Polishing;DS1000;S1;0.00475;0.00105;0.086734384;0.181034483;-0.742238694;1.10E-06;0.007522853
Evisceration (Gloves);Polishing;DS1000;S1;0.00705;0.001825;0.099979245;0.205633803;-0.686905493;3.33E-06;0.009995849
Evisceration (Knifes);Polishing;DS1000;S1;0.00205;0.00075;0.13540417;0.267857143;-0.572096768;5.63E-07;0.018334289
Lock (Hands_A);Polishing;DS1000;S1;0.001025;5.00E-05;0.020684599;0.046511628;-1.33243846;2.50E-09;0.000427853
Lock (Shoes_A);Polishing;DS1000;S1;0.003775;0.0003;0.033210657;0.073619632;-1.133006358;9.00E-08;0.001102948
Polishing tunnel (Nozzles);Polishing;DS1000;S1;0.02015;0.00915;0.16259257;0.312286689;-0.505446526;8.37E-05;0.026436344
Polishing tunnel (Water);Polishing;DS1000;S1;0.177425;0.02275;0.052395023;0.113650556;-0.944428436;0.000517563;0.002745238
Polishing tunnel (Whips);Polishing;DS1000;S1;0.1404;0.0205;0.059188936;0.127408328;-0.894802183;0.00042025;0.00350333
Splitting saw;Polishing;DS1000;S1;0.007925;0.000175;0.009697568;0.022580645;-1.646263654;3.06E-08;9.40E-05
Sticking;Polishing;DS1000;S1;0.00405;0.002275;0.193605507;0.359683794;-0.444079129;5.18E-06;0.037483092
Truck (Gloves);Polishing;DS1000;S1;0.153375;0.038575;0.125812688;0.336019164;-0.473635953;0.001488031;0.015828832
Truck (Wall);Polishing;DS1000;S1;0.001875;0.001125;0.397940009;1.5;0.176091259;1.27E-06;0.158356251
Unknown;Polishing;DS1000;S1;0.238725;0.0316;0.061665381;0.152564876;-0.816545439;0.00099856;0.003802619
Anal Swab;Evisceration;DS1000;S1;0.0006;0.001125;0.458637849;0.652173913;-0.185636577;1.27E-06;0.210348677
Classification (Gloves);Evisceration;DS1000;S1;0.040425;0.00985;0.121283563;0.322158626;-0.491930235;9.70E-05;0.014709703
Classification (Railing);Evisceration;DS1000;S1;0.20025;0.029725;0.060108103;0.12925318;-0.888558764;0.000883576;0.003612984
Cooling chamber (Wall_A);Evisceration;DS1000;S1;0.0003;0.00015;0.176091259;0.333333333;-0.477121255;2.25E-08;0.031008132
Evisceration (Aprons);Evisceration;DS1000;S1;0.00535;0.002425;0.162346616;0.311897106;-0.505988655;5.88E-06;0.026356424
Evisceration (Gloves);Evisceration;DS1000;S1;0.00615;0.002725;0.159293246;0.307042254;-0.512801855;7.43E-06;0.025374338
Evisceration (Knifes);Evisceration;DS1000;S1;0.003275;0.0008;0.094916309;0.196319018;-0.707037626;6.40E-07;0.009009106
Lock (Hands_A);Evisceration;DS1000;S1;0.00195;0;0;0;NA;0;0
Lock (Shoes_A);Evisceration;DS1000;S1;0.006025;0.001825;0.156707761;0.43452381;-0.361986422;3.33E-06;0.024557322
Polishing tunnel (Nozzles);Evisceration;DS1000;S1;0.01575;0.0047;0.113412754;0.229828851;-0.638595454;0.00002209;0.012862453
Polishing tunnel (Water);Evisceration;DS1000;S1;0.110275;0.001225;0.004851397;0.011233379;-1.949489581;1.50E-06;2.35E-05
Polishing tunnel (Whips);Evisceration;DS1000;S1;0.139275;0.0248;0.071169246;0.151150389;-0.820590732;0.00061504;0.005065062
Splitting saw;Evisceration;DS1000;S1;0.009775;0.001525;0.073662818;0.184848485;-0.733184105;2.33E-06;0.005426211
Sticking;Evisceration;DS1000;S1;0.002525;0.00155;0.207866231;0.380368098;-0.419795915;2.40E-06;0.04320837
Truck (Gloves);Evisceration;DS1000;S1;0.171575;0.003325;0.008498935;0.019762259;-1.704163423;1.11E-05;7.22E-05
Truck (Wall);Evisceration;DS1000;S1;0.000825;0.001175;0.384576047;0.5875;-0.230992129;1.38E-06;0.147898736
Unknown;Evisceration;DS1000;S1;0.285675;0.051425;0.086192636;0.219530416;-0.658505299;0.002644531;0.007429171
Anal Swab;Classification;DS1000;S1;0.000375;0.000525;0.380211242;0.583333333;-0.234083206;2.76E-07;0.144560588
Classification (Gloves);Classification;DS1000;S1;0.025625;0.01385;0.187658265;0.350854972;-0.454872365;0.000191823;0.035215624
Classification (Railing);Classification;DS1000;S1;0.229675;0.00145;0.002733199;0.006273661;-2.202478922;2.10E-06;7.47E-06
Cooling chamber (Wall_A);Classification;DS1000;S1;0.000425;0.000025;0.024823584;0.055555556;-1.255272505;6.25E-10;0.00061621
Evisceration (Aprons);Classification;DS1000;S1;0.003925;0.00135;0.128382803;0.255924171;-0.591888695;1.82E-06;0.016482144
Evisceration (Gloves);Classification;DS1000;S1;0.00855;0.010475;0.347358551;0.550591327;-0.259170634;0.000109726;0.120657963
Evisceration (Knifes);Classification;DS1000;S1;0.0027;0.0004;0.05999793;0.129032258;-0.889301703;0.00000016;0.003599752
Lock (Hands_A);Classification;DS1000;S1;0.002175;0.000375;0.082186756;0.208333333;-0.681241237;1.41E-07;0.006754663
Lock (Shoes_A);Classification;DS1000;S1;0.004875;0.000675;0.056318363;0.121621622;-0.91498921;4.56E-07;0.003171758
Polishing tunnel (Nozzles);Classification;DS1000;S1;0.023175;0.00815;0.130871337;0.260175579;-0.584733471;6.64E-05;0.017127307
Polishing tunnel (Water);Classification;DS1000;S1;0.095475;0.031;0.122115021;0.245107729;-0.610642994;0.000961;0.014912078
Polishing tunnel (Whips);Classification;DS1000;S1;0.1152;0.0111;0.039950871;0.087885986;-1.056080372;0.00012321;0.001596072
Splitting saw;Classification;DS1000;S1;0.007;7.50E-05;0.004628404;0.010600707;-1.974665181;5.63E-09;2.14E-05
Sticking;Classification;DS1000;S1;0.00265;0.003075;0.334529617;0.537117904;-0.269930371;9.46E-06;0.111910065
Truck (Gloves);Classification;DS1000;S1;0.212525;0.02655;0.057955457;0.142761124;-0.845390042;0.000704903;0.003358835
Truck (Wall);Classification;DS1000;S1;0.002175;0.002175;0.301029996;0.5;-0.301029996;4.73E-06;0.090619058
Unknown;Classification;DS1000;S1;0.263475;0.0574;0.106714105;0.278539367;-0.555113416;0.00329476;0.0113879
Anal Swab;Truck;DS1000;S1;0.000575;0.000375;0.218055761;0.394736842;-0.403692338;1.41E-07;0.047548315
Classification (Gloves);Truck;DS1000;S1;0.0309;0.000625;0.008696616;0.019825535;-1.702775078;3.91E-07;7.56E-05
Classification (Railing);Truck;DS1000;S1;0.174475;0.0241;0.056191364;0.121364724;-0.915907529;0.00058081;0.003157469
Cooling chamber (Wall_A);Truck;DS1000;S1;0.00125;5.00E-05;0.017033339;0.038461538;-1.414973348;2.50E-09;0.000290135
Evisceration (Aprons);Truck;DS1000;S1;0.0137;0.003775;0.105696617;0.21602289;-0.665500228;1.43E-05;0.011171775
Evisceration (Gloves);Truck;DS1000;S1;0.0067;0.0005;0.031257694;0.069444444;-1.158362492;0.00000025;0.000977043
Evisceration (Knifes);Truck;DS1000;S1;0.005275;0.001075;0.098973174;0.255952381;-0.591840826;1.16E-06;0.009795689
Lock (Hands_A);Truck;DS1000;S1;0.006575;0.00095;0.06777323;0.168888889;-0.772398921;9.03E-07;0.004593211
Lock (Shoes_A);Truck;DS1000;S1;0.007125;0.001525;0.104596842;0.272321429;-0.564918183;2.33E-06;0.010940499
Polishing tunnel (Nozzles);Truck;DS1000;S1;0.010975;0.00395;0.133509811;0.264656616;-0.577317244;1.56E-05;0.01782487
Polishing tunnel (Water);Truck;DS1000;S1;0.1027;0.01195;0.047803615;0.104230266;-0.982006154;0.000142803;0.002285186
Polishing tunnel (Whips);Truck;DS1000;S1;0.065325;0.00055;0.003671997;0.00849093;-2.071044732;3.03E-07;1.35E-05
Splitting saw;Truck;DS1000;S1;0.00865;0.001375;0.064068274;0.137157107;-0.862781683;1.89E-06;0.004104744
Sticking;Truck;DS1000;S1;0.00675;0.00025;0.015794267;0.035714286;-1.447158031;6.25E-08;0.000249459
Truck (Gloves);Truck;DS1000;S1;0.164175;0.017775;0.049765948;0.121413934;-0.915731467;0.000315951;0.00247665
Truck (Wall);Truck;DS1000;S1;0.005825;0.001025;0.084054692;0.213541667;-0.670517372;1.05E-06;0.007065191
Unknown;Truck;DS1000;S1;0.389025;0.02405;0.027714394;0.065894924;-1.181148037;0.000578403;0.000768088
Anal Swab;Singeing;DS1000;S2;0.00155;0.0006;0.142106762;0.279069767;-0.55428721;0.00000036;0.020194332
Classification (Gloves);Singeing;DS1000;S2;0.02575;0.001425;0.023392319;0.052437902;-1.280354688;2.03E-06;0.000547201
Classification (Railing);Singeing;DS1000;S2;0.081975;0.001575;0.008265029;0.018850987;-1.724665896;2.48E-06;6.83E-05
Cooling chamber (Wall_A);Singeing;DS1000;S2;0.00035;0.0002;0.367976785;1.333333333;0.124938737;0.00000004;0.135406915
Evisceration (Aprons);Singeing;DS1000;S2;0.008025;0.002825;0.130984697;0.260368664;-0.584411286;7.98E-06;0.017156991
Evisceration (Gloves);Singeing;DS1000;S2;0.00685;0.003025;0.158846533;0.306329114;-0.513811725;9.15E-06;0.025232221
Evisceration (Knifes);Singeing;DS1000;S2;0.004075;0.000975;0.093163765;0.193069307;-0.714286762;9.51E-07;0.008679487
Lock (Hands_A);Singeing;DS1000;S2;0.003625;0.00045;0.057564281;0.141732283;-0.848531216;2.03E-07;0.003313646
Lock (Shoes_A);Singeing;DS1000;S2;0.007575;0.000175;0.010150917;0.023648649;-1.626193671;3.06E-08;0.000103041
Polishing tunnel (Nozzles);Singeing;DS1000;S2;0.006975;0.0002;0.012277693;0.027874564;-1.55479191;4.00E-08;0.000150742
Polishing tunnel (Water);Singeing;DS1000;S2;0.358675;0.039125;0.044963672;0.098353444;-1.007210428;0.001530766;0.002021732
Polishing tunnel (Whips);Singeing;DS1000;S2;0.02005;2.50E-05;0.000541177;0.00124533;-2.904715545;6.25E-10;2.93E-07
Splitting saw;Singeing;DS1000;S2;0.00465;0.002325;0.176091259;0.333333333;-0.477121255;5.41E-06;0.031008132
Sticking;Singeing;DS1000;S2;0.00665;0.001625;0.094946357;0.196374622;-0.706914637;2.64E-06;0.009014811
Truck (Gloves);Singeing;DS1000;S2;0.052;0.004225;0.03392612;0.075144509;-1.124102751;1.79E-05;0.001150982
Truck (Wall);Singeing;DS1000;S2;0.002975;0.001125;0.139296887;0.274390244;-0.561631334;1.27E-06;0.019403623
Unknown;Singeing;DS1000;S2;0.40825;0.05825;0.066858149;0.166428571;-0.778772115;0.003393063;0.004470012
Anal Swab;Polishing;DS1000;S2;0.001875;0.0007;0.137775961;0.27184466;-0.565679193;0.00000049;0.018982216
Classification (Gloves);Polishing;DS1000;S2;0.031;0.0059;0.091687972;0.235059761;-0.62882171;0.00003481;0.008406684
Classification (Railing);Polishing;DS1000;S2;0.1849;0.0375;0.080197872;0.168615108;-0.773103515;0.00140625;0.006431699
Cooling chamber (Wall_A);Polishing;DS1000;S2;0.0002;0.000025;0.057991947;0.142857143;-0.84509804;6.25E-10;0.003363066
Evisceration (Aprons);Polishing;DS1000;S2;0.004625;0.001175;0.098316256;0.202586207;-0.693390127;1.38E-06;0.009666086
Evisceration (Gloves);Polishing;DS1000;S2;0.005375;0.0035;0.217789893;0.394366197;-0.404100317;0.00001225;0.047432438
Evisceration (Knifes);Polishing;DS1000;S2;0.0022;0.0006;0.104735351;0.214285714;-0.669006781;0.00000036;0.010969494
Lock (Hands_A);Polishing;DS1000;S2;0.001125;5.00E-05;0.019744058;0.046511628;-1.33243846;2.50E-09;0.000389828
Lock (Shoes_A);Polishing;DS1000;S2;0.004075;0;0;0;NA;0;0
Polishing tunnel (Nozzles);Polishing;DS1000;S2;0.016825;0.012475;0.240912547;0.425767918;-0.370827066;0.000155626;0.058038856
Polishing tunnel (Water);Polishing;DS1000;S2;0.18665;0.013525;0.030381843;0.06756588;-1.170272563;0.000182926;0.000923056
Polishing tunnel (Whips);Polishing;DS1000;S2;0.146225;0.014675;0.041534414;0.091205718;-1.039977934;0.000215356;0.001725108
Splitting saw;Polishing;DS1000;S2;0.0072;0.00055;0.031969206;0.070967742;-1.148939013;3.03E-07;0.00102203
Sticking;Polishing;DS1000;S2;0.00415;0.002175;0.183012433;0.343873518;-0.463601269;4.73E-06;0.033493551
Truck (Gloves);Polishing;DS1000;S2;0.158425;0.043625;0.139881828;0.380008711;-0.420206448;0.001903141;0.019566926
Truck (Wall);Polishing;DS1000;S2;0.0009;0.00015;0.079181246;0.2;-0.698970004;2.25E-08;0.00626967
Unknown;Polishing;DS1000;S2;0.24425;0.037125;0.071602051;0.17923959;-0.746566059;0.001378266;0.005126854
Anal Swab;Evisceration;DS1000;S2;0.000675;0.00105;0.407485327;0.608695652;-0.2155998;1.10E-06;0.166044291
Classification (Gloves);Evisceration;DS1000;S2;0.034175;0.0036;0.048342058;0.117743254;-0.929063965;0.00001296;0.002336955
Classification (Railing);Evisceration;DS1000;S2;0.180925;0.04905;0.104182046;0.213284053;-0.671041616;0.002405903;0.010853899
Cooling chamber (Wall_A);Evisceration;DS1000;S2;0.00035;0.0001;0.109144469;0.222222222;-0.653212514;0.00000001;0.011912515
Evisceration (Aprons);Evisceration;DS1000;S2;0.006875;0.0009;0.053427695;0.115755627;-0.936457888;0.00000081;0.002854519
Evisceration (Gloves);Evisceration;DS1000;S2;0.006225;0.00265;0.154029006;0.298591549;-0.524922488;7.02E-06;0.023724935
Evisceration (Knifes);Evisceration;DS1000;S2;0.00225;0.001825;0.257945095;0.447852761;-0.348864744;3.33E-06;0.066535672
Lock (Hands_A);Evisceration;DS1000;S2;0.001825;0.000125;0.028771743;0.064102564;-1.193124598;1.56E-08;0.000827813
Lock (Shoes_A);Evisceration;DS1000;S2;0.0034;0.0008;0.091770373;0.19047619;-0.720159303;0.00000064;0.008421801
Polishing tunnel (Nozzles);Evisceration;DS1000;S2;0.015675;0.004775;0.115485763;0.233496333;-0.631719936;2.28E-05;0.013336961
Polishing tunnel (Water);Evisceration;DS1000;S2;0.09175;0.0173;0.075019597;0.158642824;-0.799579567;0.00029929;0.00562794
Polishing tunnel (Whips);Evisceration;DS1000;S2;0.1462;0.017875;0.05009504;0.10894408;-0.962796362;0.000319516;0.002509513
Splitting saw;Evisceration;DS1000;S2;0.00875;0.0005;0.025554104;0.060606061;-1.217483944;0.00000025;0.000653012
Sticking;Evisceration;DS1000;S2;0.0032;0.000875;0.104977635;0.214723926;-0.66811956;7.66E-07;0.011020304
Truck (Gloves);Evisceration;DS1000;S2;0.208975;0.040725;0.094139261;0.24205052;-0.61609398;0.001658526;0.0088622
Truck (Wall);Evisceration;DS1000;S2;0.001125;0.000875;0.249877473;0.4375;-0.359021943;7.66E-07;0.062438752
Unknown;Evisceration;DS1000;S2;0.287625;0.053375;0.089147032;0.227854856;-0.642341712;0.002848891;0.007947193
Anal Swab;Classification;DS1000;S2;0.000275;0.000625;0.514909816;0.694444444;-0.158362492;3.91E-07;0.265132118
Classification (Gloves);Classification;DS1000;S2;0.0455;0.006025;0.061689258;0.152628246;-0.816365087;3.63E-05;0.003805565
Classification (Railing);Classification;DS1000;S2;0.168675;0.06245;0.136796205;0.270200108;-0.568314481;0.003900003;0.018713202
Cooling chamber (Wall_A);Classification;DS1000;S2;0.00065;0.0002;0.159700843;0.444444444;-0.352182518;0.00000004;0.025504359
Evisceration (Aprons);Classification;DS1000;S2;0.004575;0.0007;0.061831366;0.132701422;-0.877124424;0.00000049;0.003823118
Evisceration (Gloves);Classification;DS1000;S2;0.01235;0.006675;0.187657708;0.350854139;-0.454873395;4.46E-05;0.035215415
Evisceration (Knifes);Classification;DS1000;S2;0.003275;0.000175;0.02384961;0.056451613;-1.248323645;3.06E-08;0.000568804
Lock (Hands_A);Classification;DS1000;S2;0.002475;0.000675;0.138302698;0.375;-0.425968732;4.56E-07;0.019127636
Lock (Shoes_A);Classification;DS1000;S2;0.004275;0.001275;0.113356864;0.22972973;-0.638782798;1.63E-06;0.012849779
Polishing tunnel (Nozzles);Classification;DS1000;S2;0.017525;0.0138;0.252233053;0.440542698;-0.356011993;0.00019044;0.063621513
Polishing tunnel (Water);Classification;DS1000;S2;0.10605;0.020425;0.076494015;0.161494366;-0.791842623;0.000417181;0.005851334
Polishing tunnel (Whips);Classification;DS1000;S2;0.1217;0.0046;0.016112772;0.036421219;-1.438645519;2.12E-05;0.000259621
Splitting saw;Classification;DS1000;S2;0.006975;1.00E-04;0.006182232;0.014134276;-1.849726444;1.00E-08;3.82E-05
Sticking;Classification;DS1000;S2;0.003225;0.0025;0.249245772;0.436681223;-0.359835482;0.00000625;0.062123455
Truck (Gloves);Classification;DS1000;S2;0.234575;0.0486;0.100827158;0.261325447;-0.582818298;0.00236196;0.010166116
Truck (Wall);Classification;DS1000;S2;0.0027;0.00165;0.207125493;0.379310345;-0.421005313;2.72E-06;0.04290097
Unknown;Classification;DS1000;S2;0.2652;0.059125;0.109548211;0.286910106;-0.542254155;0.003495766;0.012000811
Anal Swab;Truck;DS1000;S2;0.0005;0.00045;0.278753601;0.473684211;-0.324511092;2.03E-07;0.07770357
Classification (Gloves);Truck;DS1000;S2;0.035875;0.00435;0.056136814;0.137985726;-0.860165838;1.89E-05;0.003151342
Classification (Railing);Truck;DS1000;S2;0.190825;0.00775;0.0172893;0.039028075;-1.408622869;6.01E-05;0.00029892
Cooling chamber (Wall_A);Truck;DS1000;S2;0.00175;0.00045;0.129094696;0.346153846;-0.460730839;2.03E-07;0.016665441
Evisceration (Aprons);Truck;DS1000;S2;0.014425;0.00305;0.083301363;0.17453505;-0.758117345;9.30E-06;0.006939117
Evisceration (Gloves);Truck;DS1000;S2;0.0089;0.0017;0.09205751;0.236111111;-0.626883575;0.00000289;0.008474585
Evisceration (Knifes);Truck;DS1000;S2;0.005175;0.000975;0.090661064;0.232142857;-0.634244675;9.51E-07;0.008219428
Lock (Hands_A);Truck;DS1000;S2;0.004575;0.00105;0.089731428;0.186666667;-0.728933228;1.10E-06;0.008051729
Lock (Shoes_A);Truck;DS1000;S2;0.0064;0.0008;0.057991947;0.142857143;-0.84509804;6.40E-07;0.003363066
Polishing tunnel (Nozzles);Truck;DS1000;S2;0.015175;0.00025;0.00721436;0.016750419;-1.775974331;6.25E-08;5.20E-05
Polishing tunnel (Water);Truck;DS1000;S2;0.090375;0.024275;0.103325749;0.211731356;-0.67421482;0.000589276;0.01067621
Polishing tunnel (Whips);Truck;DS1000;S2;0.065;0.000225;0.001505935;0.003473562;-2.459224904;5.06E-08;2.27E-06
Splitting saw;Truck;DS1000;S2;0.008475;0.00155;0.072944674;0.154613466;-0.810752683;2.40E-06;0.005320926
Sticking;Truck;DS1000;S2;0.00565;0.00135;0.093049592;0.192857143;-0.714764272;1.82E-06;0.008658227
Truck (Gloves);Truck;DS1000;S2;0.14565;0.00075;0.002230588;0.005122951;-2.290479813;5.63E-07;4.98E-06
Truck (Wall);Truck;DS1000;S2;0.0032;0.0016;0.176091259;0.333333333;-0.477121255;0.00000256;0.031008132
Unknown;Truck;DS1000;S2;0.39805;0.033075;0.037674511;0.090622645;-1.042763264;0.001093956;0.001419369
Anal Swab;Singeing;DS1000;S3;0.00155;0.0006;0.142106762;0.279069767;-0.55428721;0.00000036;0.020194332
Classification (Gloves);Singeing;DS1000;S3;0.018975;0.0082;0.155987768;0.30174793;-0.5203557;0.00006724;0.024332184
Classification (Railing);Singeing;DS1000;S3;0.076675;0.006875;0.03729267;0.082286056;-1.084673752;4.73E-05;0.001390743
Cooling chamber (Wall_A);Singeing;DS1000;S3;0.000475;0.000325;0.500602351;2.166666667;0.335792102;1.06E-07;0.250602713
Evisceration (Aprons);Singeing;DS1000;S3;0.00715;0.0037;0.181123696;0.341013825;-0.467228014;0.00001369;0.032805793
Evisceration (Gloves);Singeing;DS1000;S3;0.009025;0.00085;0.039089894;0.086075949;-1.065118179;7.23E-07;0.00152802
Evisceration (Knifes);Singeing;DS1000;S3;0.003975;0.001075;0.103954245;0.212871287;-0.671882914;1.16E-06;0.010806485
Lock (Hands_A);Singeing;DS1000;S3;0.002975;0.0002;0.02825676;0.062992126;-1.200713734;4.00E-08;0.000798444
Lock (Shoes_A);Singeing;DS1000;S3;0.003625;0.003775;0.309923709;0.510135135;-0.292314764;1.43E-05;0.096052705
Polishing tunnel (Nozzles);Singeing;DS1000;S3;0.00905;0.001875;0.100826674;0.261324042;-0.582820633;3.52E-06;0.010166018
Polishing tunnel (Water);Singeing;DS1000;S3;0.38105;0.01675;0.018682813;0.042106586;-1.375649967;0.000280563;0.000349047
Polishing tunnel (Whips);Singeing;DS1000;S3;0.0212;0.001125;0.023680307;0.056039851;-1.251503032;1.27E-06;0.000560757
Splitting saw;Singeing;DS1000;S3;0.0048;0.002175;0.162302975;0.311827957;-0.506084951;4.73E-06;0.026342256
Sticking;Singeing;DS1000;S3;0.006;0.002275;0.139616752;0.274924471;-0.560786601;5.18E-06;0.019492837
Truck (Gloves);Singeing;DS1000;S3;0.0668;0.010575;0.074846998;0.188083593;-0.725649088;0.000111831;0.005602073
Truck (Wall);Singeing;DS1000;S3;0.0043;0.0002;0.020684599;0.048780488;-1.311753861;4.00E-08;0.000427853
Unknown;Singeing;DS1000;S3;0.382375;0.032375;0.038421446;0.0925;-1.033858267;0.001048141;0.001476207
Anal Swab;Polishing;DS1000;S3;0.00225;0.000325;0.058594715;0.126213592;-0.898893872;1.06E-07;0.003433341
Classification (Gloves);Polishing;DS1000;S3;0.024475;0.000625;0.010951021;0.024900398;-1.603793704;3.91E-07;0.000119925
Classification (Railing);Polishing;DS1000;S3;0.17005;0.05235;0.116558147;0.235386691;-0.628218097;0.002740523;0.013585802
Cooling chamber (Wall_A);Polishing;DS1000;S3;0.000125;0.00005;0.146128036;0.285714286;-0.544068044;2.50E-09;0.021353403
Evisceration (Aprons);Polishing;DS1000;S3;0.004075;0.001725;0.15330038;0.297413793;-0.526638894;2.98E-06;0.023501007
Evisceration (Gloves);Polishing;DS1000;S3;0.006225;0.00265;0.154029006;0.298591549;-0.524922488;7.02E-06;0.023724935
