Position;step;solution;Set;raw;diff;logdiff;abwpro;logabwpro;diffsq;logdiffsq
Classification (Railing);Classification;DS0500;S1;0.1771;0.054025;0.115628363;0.233747972;-0.631252149;0.002918701;0.013369918
Cooling chamber (Wall_A);Classification;DS0500;S1;0.0008;0.00035;0.249877473;0.777777778;-0.109144469;1.23E-07;0.062438752
Evisceration (Aprons);Classification;DS0500;S1;0.00835;0.003075;0.199464012;0.582938389;-0.234377344;9.46E-06;0.039785892
Evisceration (Gloves);Classification;DS0500;S1;0.02035;0.001325;0.029239748;0.069645204;-1.157108787;1.76E-06;0.000854963
Evisceration (Knifes);Classification;DS0500;S1;0.0055;0.0024;0.249000996;0.774193548;-0.111150452;0.00000576;0.062001496
Lock (Hands_A);Classification;DS0500;S1;0.003;0.0012;0.22184875;0.666666667;-0.176091259;0.00000144;0.049216868
Lock (Shoes_A);Classification;DS0500;S1;0.00245;0.0031;0.355126899;0.558558559;-0.252931289;0.00000961;0.126115114
Polishing tunnel (Nozzles);Classification;DS0500;S1;0.02975;0.001575;0.02240411;0.05027933;-1.298610522;2.48E-06;0.000501944
Polishing tunnel (Water);Classification;DS0500;S1;0.1338;0.007325;0.024451425;0.057916584;-1.237197059;5.37E-05;0.000597872
Polishing tunnel (Whips);Classification;DS0500;S1;0.11405;0.01225;0.044308061;0.096991291;-1.013267262;0.000150063;0.001963204
Splitting saw;Classification;DS0500;S1;0.01225;0.005175;0.238409645;0.731448763;-0.13581609;2.68E-05;0.056839159
Sticking;Classification;DS0500;S1;0.00385;0.001875;0.172314762;0.327510917;-0.484774219;3.52E-06;0.029692377
Truck (Gloves);Classification;DS0500;S1;0.1703;0.015675;0.038239919;0.084285522;-1.074247018;0.000245706;0.001462291
Truck (Wall);Classification;DS0500;S1;0.0027;0.00165;0.207125493;0.379310345;-0.421005313;2.72E-06;0.04290097
Unknown;Classification;DS0500;S1;0.2831;0.077025;0.137914561;0.373771685;-0.427393602;0.005932851;0.019020426
Anal Swab;Truck;DS0500;S1;0.0007;0.00025;0.132625565;0.263157895;-0.579783597;6.25E-08;0.017589541
Classification (Gloves);Truck;DS0500;S1;0.03585;0.004325;0.055834065;0.137192704;-0.862668983;1.87E-05;0.003117443
Classification (Railing);Truck;DS0500;S1;0.10855;0.090025;0.262294743;0.453355155;-0.343561441;0.008104501;0.068798532
Cooling chamber (Wall_A);Truck;DS0500;S1;0.00115;0.00015;0.053245512;0.115384615;-0.937852093;2.25E-08;0.002835085
Evisceration (Aprons);Truck;DS0500;S1;0.01395;0.003525;0.097842977;0.201716738;-0.695258063;1.24E-05;0.009573248
Evisceration (Gloves);Truck;DS0500;S1;0.01335;0.00615;0.268148769;0.854166667;-0.068457381;3.78E-05;0.071903762
Evisceration (Knifes);Truck;DS0500;S1;0.00675;0.00255;0.206054482;0.607142857;-0.21670911;6.50E-06;0.04245845
Lock (Hands_A);Truck;DS0500;S1;0.00855;0.002925;0.181843588;0.52;-0.283996656;8.56E-06;0.03306709
Lock (Shoes_A);Truck;DS0500;S1;0.0061;0.0005;0.037141808;0.089285714;-1.049218023;0.00000025;0.001379514
Polishing tunnel (Nozzles);Truck;DS0500;S1;0.0169;0.001975;0.053972365;0.132328308;-0.87834724;3.90E-06;0.002913016
Polishing tunnel (Water);Truck;DS0500;S1;0.08395;0.0307;0.135353359;0.267771478;-0.572235684;0.00094249;0.018320532
Polishing tunnel (Whips);Truck;DS0500;S1;0.06965;0.004875;0.031513699;0.075260517;-1.123432802;2.38E-05;0.000993113
Splitting saw;Truck;DS0500;S1;0.01215;0.002125;0.083491897;0.211970075;-0.673725447;4.52E-06;0.006970897
Sticking;Truck;DS0500;S1;0.00655;0.00045;0.02885674;0.064285714;-1.191885526;2.03E-07;0.000832711
Truck (Gloves);Truck;DS0500;S1;0.1423;0.0041;0.012336177;0.028005464;-1.55275722;1.68E-05;0.000152181
Truck (Wall);Truck;DS0500;S1;0.0054;0.0006;0.051152522;0.125;-0.903089987;3.60E-07;0.002616581
Unknown;Truck;DS0500;S1;0.46815;0.103175;0.10812191;0.282690595;-0.54868864;0.010645081;0.011690348
Anal Swab;Singeing;DS0500;S2;0.00215;0;0;0;NA;0;0
Classification (Gloves);Singeing;DS0500;S2;0.02435;0.002825;0.047670587;0.103955842;-0.983151101;7.98E-06;0.002272485
Classification (Railing);Singeing;DS0500;S2;0.07485;0.0087;0.04775465;0.104129264;-0.982427202;0.00007569;0.002280507
Cooling chamber (Wall_A);Singeing;DS0500;S2;0.0008;0.00065;0.726998728;4.333333333;0.636822098;4.23E-07;0.52852715
Evisceration (Aprons);Singeing;DS0500;S2;0.01355;0.0027;0.096509557;0.248847926;-0.604065974;0.00000729;0.009314095
Evisceration (Gloves);Singeing;DS0500;S2;0.0074;0.002475;0.125305385;0.250632911;-0.600961901;6.13E-06;0.015701439
Evisceration (Knifes);Singeing;DS0500;S2;0.0064;0.00135;0.102888596;0.267326733;-0.57295761;1.82E-06;0.010586063
Lock (Hands_A);Singeing;DS0500;S2;0.00525;0.002075;0.218415574;0.653543307;-0.184725629;4.31E-06;0.047705363
Lock (Shoes_A);Singeing;DS0500;S2;0.0054;0.002;0.13683796;0.27027027;-0.568201724;0.000004;0.018724627
Polishing tunnel (Nozzles);Singeing;DS0500;S2;0.00905;0.001875;0.100826674;0.261324042;-0.582820633;3.52E-06;0.010166018
Polishing tunnel (Water);Singeing;DS0500;S2;0.3147;0.0831;0.101768036;0.208898944;-0.680063755;0.00690561;0.010356733
Polishing tunnel (Whips);Singeing;DS0500;S2;0.0161;0.003975;0.095829678;0.198007472;-0.703318421;1.58E-05;0.009183327
Splitting saw;Singeing;DS0500;S2;0.00565;0.001325;0.091495764;0.189964158;-0.721328334;1.76E-06;0.008371475
Sticking;Singeing;DS0500;S2;0.0098;0.001525;0.073458073;0.18429003;-0.734498159;2.33E-06;0.005396089
Truck (Gloves);Singeing;DS0500;S2;0.0507;0.005525;0.044921505;0.098265896;-1.007597182;3.05E-05;0.002017942
Truck (Wall);Singeing;DS0500;S2;0.00525;0.00115;0.107375447;0.280487805;-0.552086016;1.32E-06;0.011529487
Unknown;Singeing;DS0500;S2;0.4486;0.0986;0.107791225;0.281714286;-0.550191129;0.00972196;0.011618948
Anal Swab;Polishing;DS0500;S2;0.0015;0.001075;0.234685974;0.417475728;-0.379368769;1.16E-06;0.055077507
Classification (Gloves);Polishing;DS0500;S2;0.03205;0.00695;0.106154312;0.27689243;-0.557688917;4.83E-05;0.011268738
Classification (Railing);Polishing;DS0500;S2;0.18075;0.04165;0.090056477;0.18727518;-0.727519777;0.001734723;0.008110169
Cooling chamber (Wall_A);Polishing;DS0500;S2;0.00025;0.000075;0.15490196;0.428571429;-0.367976785;5.63E-09;0.023994617
Evisceration (Aprons);Polishing;DS0500;S2;0.00575;5.00E-05;0.003760149;0.00862069;-2.064457989;2.50E-09;1.41E-05
Evisceration (Gloves);Polishing;DS0500;S2;0.00775;0.001125;0.058866659;0.126760563;-0.897015839;1.27E-06;0.003465284
Evisceration (Knifes);Polishing;DS0500;S2;0.00255;0.00025;0.040617851;0.089285714;-1.049218023;6.25E-08;0.00164981
Lock (Hands_A);Polishing;DS0500;S2;0.00095;0.000125;0.053684859;0.11627907;-0.934498451;1.56E-08;0.002882064
Lock (Shoes_A);Polishing;DS0500;S2;0.0055;0.001425;0.130235076;0.349693252;-0.456312749;2.03E-06;0.016961175
Polishing tunnel (Nozzles);Polishing;DS0500;S2;0.0181;0.0112;0.209189045;0.38225256;-0.417649598;0.00012544;0.043760057
Polishing tunnel (Water);Polishing;DS0500;S2;0.1624;0.037775;0.090823812;0.188709879;-0.724205364;0.001426951;0.008248965
Polishing tunnel (Whips);Polishing;DS0500;S2;0.13075;0.03015;0.090114347;0.187383468;-0.727268728;0.000909022;0.008120595
Splitting saw;Polishing;DS0500;S2;0.0109;0.00315;0.148124795;0.406451613;-0.390991149;9.92E-06;0.021940955
Sticking;Polishing;DS0500;S2;0.005;0.001325;0.102090526;0.209486166;-0.678844652;1.76E-06;0.010422475
Truck (Gloves);Polishing;DS0500;S2;0.12095;0.00615;0.022663985;0.053571429;-1.271066772;3.78E-05;0.000513656
Truck (Wall);Polishing;DS0500;S2;0.0018;0.00105;0.380211242;1.4;0.146128036;1.10E-06;0.144560588
Unknown;Polishing;DS0500;S2;0.31305;0.105925;0.179381187;0.511406156;-0.291234049;0.011220106;0.03217761
Anal Swab;Evisceration;DS0500;S2;0.0008;0.000925;0.333699112;0.536231884;-0.270647367;8.56E-07;0.111355098
Classification (Gloves);Evisceration;DS0500;S2;0.0376;0.007025;0.089821379;0.229762878;-0.638720137;4.94E-05;0.00806788
Classification (Railing);Evisceration;DS0500;S2;0.1884;0.041575;0.086599729;0.18078052;-0.74284837;0.001728481;0.007499513
Cooling chamber (Wall_A);Evisceration;DS0500;S2;0.0002;0.00025;0.352182518;0.555555556;-0.255272505;6.25E-08;0.124032526
Evisceration (Aprons);Evisceration;DS0500;S2;0.011;0.003225;0.150692287;0.414790997;-0.382170679;1.04E-05;0.022708165
Evisceration (Gloves);Evisceration;DS0500;S2;0.0071;0.001775;0.096910013;0.2;-0.698970004;3.15E-06;0.009391551
Evisceration (Knifes);Evisceration;DS0500;S2;0.00405;2.50E-05;0.00267259;0.006134969;-2.212187604;6.25E-10;7.14E-06
Lock (Hands_A);Evisceration;DS0500;S2;0.0018;0.00015;0.034762106;0.076923077;-1.113943352;2.25E-08;0.001208404
Lock (Shoes_A);Evisceration;DS0500;S2;0.00545;0.00125;0.113147212;0.297619048;-0.526339277;1.56E-06;0.012802292
Polishing tunnel (Nozzles);Evisceration;DS0500;S2;0.0226;0.00215;0.043415127;0.105134474;-0.978254852;4.62E-06;0.001884873
Polishing tunnel (Water);Evisceration;DS0500;S2;0.08955;0.0195;0.08556008;0.178817056;-0.747591059;0.00038025;0.007320527
Polishing tunnel (Whips);Evisceration;DS0500;S2;0.1417;0.022375;0.063672563;0.136370562;-0.865279369;0.000500641;0.004054195
Splitting saw;Evisceration;DS0500;S2;0.01305;0.0048;0.199156563;0.581818182;-0.235212711;0.00002304;0.039663337
Sticking;Evisceration;DS0500;S2;0.0046;0.000525;0.052630219;0.128834356;-0.88996831;2.76E-07;0.00276994
Truck (Gloves);Evisceration;DS0500;S2;0.1462;0.02205;0.0610077;0.131054978;-0.882546479;0.000486203;0.003721939
Truck (Wall);Evisceration;DS0500;S2;0.00165;0.00035;0.083546051;0.175;-0.756961951;1.23E-07;0.006979943
Unknown;Evisceration;DS0500;S2;0.32425;0.09;0.141200385;0.384204909;-0.41543709;0.0081;0.019937549
Anal Swab;Classification;DS0500;S2;0.0004;0.0005;0.352182518;0.555555556;-0.255272505;0.00000025;0.124032526
Classification (Gloves);Classification;DS0500;S2;0.0345;0.004975;0.058503044;0.126029132;-0.899529054;2.48E-05;0.003422606
Classification (Railing);Classification;DS0500;S2;0.20715;0.023975;0.047561987;0.103731747;-0.984088308;0.000574801;0.002262143
Cooling chamber (Wall_A);Classification;DS0500;S2;0.0003;0.00015;0.176091259;0.333333333;-0.477121255;2.25E-08;0.031008132
Evisceration (Aprons);Classification;DS0500;S2;0.00905;0.003775;0.234426115;0.71563981;-0.145305508;1.43E-05;0.054955604
Evisceration (Gloves);Classification;DS0500;S2;0.01265;0.006375;0.17723414;0.335085414;-0.474844476;4.06E-05;0.03141194
Evisceration (Knifes);Classification;DS0500;S2;0.0038;0.0007;0.088421903;0.225806452;-0.646263654;0.00000049;0.007818433
Lock (Hands_A);Classification;DS0500;S2;0.0028;0.001;0.191885526;0.555555556;-0.255272505;0.000001;0.036820055
Lock (Shoes_A);Classification;DS0500;S2;0.0028;0.00275;0.297134952;0.495495495;-0.304960289;7.56E-06;0.08828918
Polishing tunnel (Nozzles);Classification;DS0500;S2;0.0306;0.000725;0.010169653;0.023144453;-1.635553073;5.26E-07;0.000103422
Polishing tunnel (Water);Classification;DS0500;S2;0.09605;0.030425;0.119507319;0.240561376;-0.618774101;0.000925681;0.014281999
Polishing tunnel (Whips);Classification;DS0500;S2;0.11;0.0163;0.060010665;0.129057799;-0.889215746;0.00026569;0.00360128
Splitting saw;Classification;DS0500;S2;0.01105;0.003975;0.193635834;0.561837456;-0.250389311;1.58E-05;0.037494836
Sticking;Classification;DS0500;S2;0.0036;0.002125;0.20147299;0.371179039;-0.430416557;4.52E-06;0.040591366
Truck (Gloves);Classification;DS0500;S2;0.17435;0.011625;0.028032616;0.062508402;-1.204061606;0.000135141;0.000785828
Truck (Wall);Classification;DS0500;S2;0.0041;0.00025;0.0257054;0.057471264;-1.240549248;6.25E-08;0.000660768
Unknown;Classification;DS0500;S2;0.2968;0.090725;0.158438588;0.440252335;-0.356298332;0.008231026;0.025102786
Anal Swab;Truck;DS0500;S2;0.00055;0.0004;0.237360916;0.421052632;-0.375663614;0.00000016;0.056340204
Classification (Gloves);Truck;DS0500;S2;0.04615;0.014625;0.16551661;0.463917526;-0.33355922;0.000213891;0.027395748
Classification (Railing);Truck;DS0500;S2;0.1502;0.048375;0.121254639;0.243610726;-0.613303593;0.002340141;0.014702687
Cooling chamber (Wall_A);Truck;DS0500;S2;0.00175;0.00045;0.129094696;0.346153846;-0.460730839;2.03E-07;0.016665441
Evisceration (Aprons);Truck;DS0500;S2;0.0285;0.011025;0.212427676;0.630901288;-0.200038586;0.000121551;0.045125517
Evisceration (Gloves);Truck;DS0500;S2;0.0084;0.0012;0.06694679;0.166666667;-0.77815125;0.00000144;0.004481873
Evisceration (Knifes);Truck;DS0500;S2;0.00845;0.00425;0.303607419;1.011904762;0.00513964;1.81E-05;0.092177465
Lock (Hands_A);Truck;DS0500;S2;0.00655;0.000925;0.066118773;0.164444444;-0.783980794;8.56E-07;0.004371692
Lock (Shoes_A);Truck;DS0500;S2;0.00635;0.00075;0.054585698;0.133928571;-0.873126764;5.63E-07;0.002979598
Polishing tunnel (Nozzles);Truck;DS0500;S2;0.01635;0.001425;0.039603417;0.095477387;-1.020099475;2.03E-06;0.001568431
Polishing tunnel (Water);Truck;DS0500;S2;0.08825;0.0264;0.113659345;0.230266027;-0.637770132;0.00069696;0.012918447
Polishing tunnel (Whips);Truck;DS0500;S2;0.07195;0.007175;0.045623377;0.110768043;-0.955585516;5.15E-05;0.002081492
Splitting saw;Truck;DS0500;S2;0.0133;0.003275;0.12276726;0.326683292;-0.485873077;1.07E-05;0.0150718
Sticking;Truck;DS0500;S2;0.0042;0.0028;0.22184875;0.4;-0.397940009;0.00000784;0.049216868
Truck (Gloves);Truck;DS0500;S2;0.11715;0.02925;0.096798784;0.199795082;-0.699415206;0.000855563;0.009370005
Truck (Wall);Truck;DS0500;S2;0.0053;0.0005;0.043034632;0.104166667;-0.982271233;0.00000025;0.00185198
Unknown;Truck;DS0500;S2;0.4266;0.061625;0.067757734;0.168847181;-0.772506185;0.003797641;0.00459111
Anal Swab;Singeing;DS0500;S3;0.00235;0.0002;0.038629402;0.093023256;-1.031408464;0.00000004;0.001492231
Classification (Gloves);Singeing;DS0500;S3;0.02335;0.003825;0.065882668;0.14075437;-0.851538113;1.46E-05;0.004340526
Classification (Railing);Singeing;DS0500;S3;0.0696;0.01395;0.079337215;0.166965889;-0.777372247;0.000194603;0.006294394
Cooling chamber (Wall_A);Singeing;DS0500;S3;0.0007;0.00055;0.669006781;3.666666667;0.56427143;3.03E-07;0.447570073
Evisceration (Aprons);Singeing;DS0500;S3;0.01525;0.0044;0.147840105;0.405529954;-0.391977062;0.00001936;0.021856697
Evisceration (Gloves);Singeing;DS0500;S3;0.00785;0.002025;0.099667448;0.205063291;-0.688112077;4.10E-06;0.0099336
Evisceration (Knifes);Singeing;DS0500;S3;0.006;0.00095;0.074859872;0.188118812;-0.725567773;9.03E-07;0.005604
Lock (Hands_A);Singeing;DS0500;S3;0.00455;0.001375;0.156267667;0.433070866;-0.363441031;1.89E-06;0.024419584
Lock (Shoes_A);Singeing;DS0500;S3;0.0061;0.0013;0.083901885;0.175675676;-0.755288367;0.00000169;0.007039526
Polishing tunnel (Nozzles);Singeing;DS0500;S3;0.0085;0.001325;0.07359702;0.18466899;-0.733606027;1.76E-06;0.005416521
Polishing tunnel (Water);Singeing;DS0500;S3;0.31505;0.08275;0.101285295;0.208019105;-0.681896776;0.006847563;0.010258711
Polishing tunnel (Whips);Singeing;DS0500;S3;0.0165;0.003575;0.08517161;0.178082192;-0.749379508;1.28E-05;0.007254203
Splitting saw;Singeing;DS0500;S3;0.00605;0.000925;0.061788837;0.132616487;-0.877402479;8.56E-07;0.00381786
Sticking;Singeing;DS0500;S3;0.00925;0.000975;0.04837373;0.117824773;-0.928763387;9.51E-07;0.002340018
Truck (Gloves);Singeing;DS0500;S3;0.05265;0.003575;0.028531089;0.063583815;-1.196653418;1.28E-05;0.000814023
Truck (Wall);Singeing;DS0500;S3;0.0054;0.0013;0.119609903;0.317073171;-0.498840504;0.00000169;0.014306529
Unknown;Singeing;DS0500;S3;0.45085;0.10085;0.10996403;0.288142857;-0.540392142;0.010170723;0.012092088
Anal Swab;Polishing;DS0500;S3;0.00165;0.000925;0.193293289;0.359223301;-0.444635501;8.56E-07;0.037362296
Classification (Gloves);Polishing;DS0500;S3;0.0319;0.0068;0.104116962;0.270916335;-0.567164809;0.00004624;0.010840342
Classification (Railing);Polishing;DS0500;S3;0.1823;0.0401;0.086348114;0.180305755;-0.74399041;0.00160801;0.007455997
Cooling chamber (Wall_A);Polishing;DS0500;S3;0.00035;0.000175;0.301029996;1;0;3.06E-08;0.090619058
Evisceration (Aprons);Polishing;DS0500;S3;0.00555;0.00025;0.01913501;0.043103448;-1.365487985;6.25E-08;0.000366149
Evisceration (Gloves);Polishing;DS0500;S3;0.0077;0.001175;0.061677637;0.132394366;-0.878130495;1.38E-06;0.003804131
Evisceration (Knifes);Polishing;DS0500;S3;0.00295;0.00015;0.022663985;0.053571429;-1.271066772;2.25E-08;0.000513656
Lock (Hands_A);Polishing;DS0500;S3;0.00105;2.50E-05;0.010219165;0.023255814;-1.633468456;6.25E-10;0.000104431
Lock (Shoes_A);Polishing;DS0500;S3;0.00625;0.002175;0.185752404;0.533742331;-0.272668352;4.73E-06;0.034503956
Polishing tunnel (Nozzles);Polishing;DS0500;S3;0.019;0.0103;0.188114019;0.351535836;-0.454030396;0.00010609;0.035386884
Polishing tunnel (Water);Polishing;DS0500;S3;0.16025;0.039925;0.096611799;0.199450481;-0.700164912;0.001594006;0.00933384
Polishing tunnel (Whips);Polishing;DS0500;S3;0.12805;0.03285;0.099176461;0.204164077;-0.69002067;0.001079123;0.00983597
Splitting saw;Polishing;DS0500;S3;0.01175;0.004;0.180736164;0.516129032;-0.287241711;0.000016;0.032665561
Sticking;Polishing;DS0500;S3;0.00515;0.001175;0.089253301;0.185770751;-0.731022663;1.38E-06;0.007966152
Truck (Gloves);Polishing;DS0500;S3;0.12105;0.00625;0.023022906;0.054442509;-1.264061871;3.91E-05;0.000530054
Truck (Wall);Polishing;DS0500;S3;0.002;0.00125;0.425968732;1.666666667;0.22184875;1.56E-06;0.181449361
Unknown;Polishing;DS0500;S3;0.31305;0.105925;0.179381187;0.511406156;-0.291234049;0.011220106;0.03217761
Anal Swab;Evisceration;DS0500;S3;0.00085;0.000875;0.307370174;0.507246377;-0.294781046;7.66E-07;0.094476424
Classification (Gloves);Evisceration;DS0500;S3;0.04055;0.009975;0.122624393;0.326246934;-0.486453561;9.95E-05;0.015036742
Classification (Railing);Evisceration;DS0500;S3;0.18545;0.044525;0.09345379;0.193608001;-0.713076699;0.001982476;0.008733611
Cooling chamber (Wall_A);Evisceration;DS0500;S3;0.00025;0.0002;0.255272505;0.444444444;-0.352182518;0.00000004;0.065164052
Evisceration (Aprons);Evisceration;DS0500;S3;0.01225;0.004475;0.197435691;0.575562701;-0.239907358;2.00E-05;0.038980852
Evisceration (Gloves);Evisceration;DS0500;S3;0.0078;0.001075;0.056073759;0.121126761;-0.916759897;1.16E-06;0.003144266
Evisceration (Knifes);Evisceration;DS0500;S3;0.00435;0.000275;0.028361644;0.067484663;-1.170794919;7.56E-08;0.000804383
Lock (Hands_A);Evisceration;DS0500;S3;0.002;5.00E-05;0.010995384;0.025641026;-1.591064607;2.50E-09;0.000120898
Lock (Shoes_A);Evisceration;DS0500;S3;0.00635;0.00215;0.179524435;0.511904762;-0.29081083;4.62E-06;0.032229023
Polishing tunnel (Nozzles);Evisceration;DS0500;S3;0.0208;0.00035;0.007370023;0.017114914;-1.766625268;1.23E-07;5.43E-05
Polishing tunnel (Water);Evisceration;DS0500;S3;0.08735;0.0217;0.096362761;0.198991288;-0.701165936;0.00047089;0.009285782
Polishing tunnel (Whips);Evisceration;DS0500;S3;0.14235;0.021725;0.061684941;0.132408959;-0.878082628;0.000471976;0.003805032
Splitting saw;Evisceration;DS0500;S3;0.01335;0.0051;0.209027317;0.618181818;-0.208883772;0.00002601;0.043692419
Sticking;Evisceration;DS0500;S3;0.0045;0.000425;0.043084901;0.104294479;-0.981738683;1.81E-07;0.001856309
Truck (Gloves);Evisceration;DS0500;S3;0.15085;0.0174;0.047409758;0.103417533;-0.985405825;0.00030276;0.002247685
Truck (Wall);Evisceration;DS0500;S3;0.00195;5.00E-05;0.010995384;0.025;-1.602059991;2.50E-09;0.000120898
Unknown;Evisceration;DS0500;S3;0.319;0.08475;0.134111083;0.361792956;-0.441539893;0.007182563;0.017985783
Anal Swab;Classification;DS0500;S3;0.001;0.0001;0.045757491;0.111111111;-0.954242509;0.00000001;0.002093748
Classification (Gloves);Classification;DS0500;S3;0.03435;0.005125;0.060395397;0.129829006;-0.886628269;2.63E-05;0.003647604
Classification (Railing);Classification;DS0500;S3;0.21485;0.016275;0.031711566;0.070416441;-1.152325927;0.000264876;0.001005623
Cooling chamber (Wall_A);Classification;DS0500;S3;0.0002;0.00025;0.352182518;0.555555556;-0.255272505;6.25E-08;0.124032526
Evisceration (Aprons);Classification;DS0500;S3;0.00875;0.003475;0.219785589;0.658767773;-0.181267655;1.21E-05;0.048305705
Evisceration (Gloves);Classification;DS0500;S3;0.01285;0.006175;0.170421538;0.32457293;-0.488687704;3.81E-05;0.029043501
Evisceration (Knifes);Classification;DS0500;S3;0.00395;0.00085;0.105235402;0.274193548;-0.561942768;7.23E-07;0.01107449
Lock (Hands_A);Classification;DS0500;S3;0.00215;0.00035;0.077165955;0.194444444;-0.711204461;1.23E-07;0.005954585
Lock (Shoes_A);Classification;DS0500;S3;0.00255;0.003;0.337752803;0.540540541;-0.267171728;0.000009;0.114076956
Polishing tunnel (Nozzles);Classification;DS0500;S3;0.03275;0.001425;0.019320225;0.045490822;-1.342076215;2.03E-06;0.000373271
Polishing tunnel (Water);Classification;DS0500;S3;0.09965;0.026825;0.103527385;0.212097252;-0.673464957;0.000719581;0.010717919
Polishing tunnel (Whips);Classification;DS0500;S3;0.1079;0.0184;0.068381906;0.145684877;-0.836585528;0.00033856;0.004676085
Splitting saw;Classification;DS0500;S3;0.0105;0.003425;0.171462855;0.48409894;-0.315065868;1.17E-05;0.029399511
Sticking;Classification;DS0500;S3;0.00495;0.000775;0.063170292;0.135371179;-0.868473789;6.01E-07;0.003990486
Truck (Gloves);Classification;DS0500;S3;0.1657;0.020275;0.050132059;0.10902003;-0.962493704;0.000411076;0.002513223
Truck (Wall);Classification;DS0500;S3;0.0029;0.00145;0.176091259;0.333333333;-0.477121255;2.10E-06;0.031008132
Unknown;Classification;DS0500;S3;0.295;0.088925;0.155796707;0.431517651;-0.365001435;0.007907656;0.024272614
Anal Swab;Truck;DS0500;S3;0.00065;0.0003;0.164810249;0.315789474;-0.500602351;0.00000009;0.027162418
Classification (Gloves);Truck;DS0500;S3;0.04645;0.014925;0.168330623;0.473433783;-0.324740755;0.000222756;0.028335199
Classification (Railing);Truck;DS0500;S3;0.14935;0.049225;0.123719344;0.247891225;-0.605738846;0.002423101;0.015306476
Cooling chamber (Wall_A);Truck;DS0500;S3;0.0014;0.0001;0.032184683;0.076923077;-1.113943352;0.00000001;0.001035854
Evisceration (Aprons);Truck;DS0500;S3;0.02755;0.010075;0.197704419;0.576537911;-0.23917213;0.000101506;0.039087037
Evisceration (Gloves);Truck;DS0500;S3;0.00765;0.00045;0.026328939;0.0625;-1.204119983;2.03E-07;0.000693213
Evisceration (Knifes);Truck;DS0500;S3;0.00765;0.00345;0.260412145;0.821428571;-0.085430195;1.19E-05;0.067814485
Lock (Hands_A);Truck;DS0500;S3;0.00665;0.001025;0.072699119;0.182222222;-0.739398661;1.05E-06;0.005285162
Lock (Shoes_A);Truck;DS0500;S3;0.0063;0.0007;0.051152522;0.125;-0.903089987;0.00000049;0.002616581
Polishing tunnel (Nozzles);Truck;DS0500;S3;0.0164;0.001475;0.040929508;0.098827471;-1.005122319;2.18E-06;0.001675225
Polishing tunnel (Water);Truck;DS0500;S3;0.0878;0.02685;0.115879543;0.234191016;-0.630429769;0.000720923;0.013428069
Polishing tunnel (Whips);Truck;DS0500;S3;0.07285;0.008075;0.051022134;0.124662293;-0.904264891;6.52E-05;0.002603258
Splitting saw;Truck;DS0500;S3;0.01315;0.003125;0.117841372;0.311720698;-0.50623436;9.77E-06;0.013886589
Sticking;Truck;DS0500;S3;0.004;0.003;0.243038049;0.428571429;-0.367976785;0.000009;0.059067493
Truck (Gloves);Truck;DS0500;S3;0.11605;0.03035;0.100895932;0.207308743;-0.683382381;0.000921123;0.010179989
Truck (Wall);Truck;DS0500;S3;0.00555;0.00075;0.063051746;0.15625;-0.806179974;5.63E-07;0.003975523
Unknown;Truck;DS0500;S3;0.43055;0.065575;0.071760476;0.17966984;-0.745524818;0.004300081;0.005149566
Anal Swab;Singeing;DS1000;S1;0.001575;0.000575;0.135157902;0.26744186;-0.572770615;3.31E-07;0.018267658
Classification (Gloves);Singeing;DS1000;S1;0.01825;0.008925;0.172906684;0.328426863;-0.483561328;7.97E-05;0.029896721
Classification (Railing);Singeing;DS1000;S1;0.069925;0.013625;0.077313979;0.163076002;-0.787609943;0.000185641;0.005977451
Cooling chamber (Wall_A);Singeing;DS1000;S1;0.000475;0.000325;0.500602351;2.166666667;0.335792102;1.06E-07;0.250602713
Evisceration (Aprons);Singeing;DS1000;S1;0.00805;0.0028;0.129633858;0.258064516;-0.588271707;0.00000784;0.016804937
Evisceration (Gloves);Singeing;DS1000;S1;0.0091;0.000775;0.035495712;0.078481013;-1.105235402;6.01E-07;0.001259946
Evisceration (Knifes);Singeing;DS1000;S1;0.004475;0.000575;0.052498338;0.113861386;-0.943623533;3.31E-07;0.002756076
Lock (Hands_A);Singeing;DS1000;S1;0.00285;0.000325;0.04689887;0.102362205;-0.989860369;1.06E-07;0.002199504
Lock (Shoes_A);Singeing;DS1000;S1;0.005225;0.002175;0.151145425;0.293918919;-0.531772458;4.73E-06;0.022844939
Polishing tunnel (Nozzles);Singeing;DS1000;S1;0.006925;0.00025;0.015402128;0.034843206;-1.457881897;6.25E-08;0.000237226
Polishing tunnel (Water);Singeing;DS1000;S1;0.389275;0.008525;0.009408265;0.021430367;-1.668970391;7.27E-05;8.85E-05
Polishing tunnel (Whips);Singeing;DS1000;S1;0.01615;0.003925;0.094483027;0.195516812;-0.708815893;1.54E-05;0.008927042
Splitting saw;Singeing;DS1000;S1;0.007225;0.00025;0.015293639;0.035842294;-1.445604203;6.25E-08;0.000233895
Sticking;Singeing;DS1000;S1;0.00775;0.000525;0.0284663;0.063444109;-1.197608699;2.76E-07;0.00081033
Truck (Gloves);Singeing;DS1000;S1;0.056425;0.0002;0.001542104;0.003557137;-2.448899468;4.00E-08;2.38E-06
Truck (Wall);Singeing;DS1000;S1;0.0035;0.0006;0.068715812;0.146341463;-0.834632606;0.00000036;0.004721863
